customer_id,as_of_date,region_name,age,age_band,marital_status,customer_tenure_months,multi_policy_flag,num_policies,policy_type,renewal_month,current_premium,premium_last_year,premium_change_pct,num_price_increases_last_3y,coverage_amount,premium_to_coverage_ratio,payment_frequency,autopay_enabled,late_payment_count_12m,missed_payment_flag,payment_method_change_flag,num_claims_12m,num_approved_claims_12m,num_rejected_claims_12m,num_pending_claims_12m,avg_claim_amount,total_claim_amount_12m,total_payout_amount_12m,payout_ratio_12m,avg_settlement_time_days,days_since_last_claim,num_contacts_12m,complaint_flag,complaint_resolution_days,quote_requested_flag,coverage_downgrade_flag,churn_flag,churn_type,churn_probability_true
42461,2025-12-31,Wellington,43,35-44,Married,179,0,1,Auto,2,830.2,781.52,0.1037,3,15160.23,0.05476202,Annual,0,0,0,0,0,0,0,0,3542.11,0.0,0.0,0.75,27,1119,5,0,0,0,0,0,No churn,0.179089
42462,2025-12-31,Wellington,26,25-34,Married,8,1,2,Health,3,1366.02,1226.39,0.1494,3,120152.99,0.01136897,Monthly,0,1,0,1,1,1,0,0,11427.01,11427.01,9141.61,0.8,23,317,1,0,0,0,1,1,Price,0.919859
42463,2025-12-31,Wellington,77,75+,Married,1,1,3,Auto,3,1673.81,1571.72,0.0802,1,25182.86,0.06646627,Monthly,1,0,0,0,0,0,0,0,3582.22,0.0,0.0,0.75,8,393,1,0,0,0,0,1,Other,0.811497
42464,2025-12-31,Auckland,33,25-34,Married,33,0,1,Auto,3,1262.7,1355.32,-0.0751,1,23050.87,0.05477901,Monthly,1,1,0,1,0,0,0,0,6062.94,0.0,0.0,0.75,3,1522,2,0,0,0,0,1,Other,0.263303
42465,2025-12-31,Otago,72,65-74,Married,126,0,1,Life,4,1539.59,1484.66,0.0367,1,455815.92,0.00337765,Monthly,1,0,0,0,0,0,0,0,17610.72,0.0,0.0,0.85,14,1343,1,0,0,0,0,0,No churn,0.246518
42466,2025-12-31,Waikato,40,35-44,Married,69,1,3,Life,2,1190.62,1150.1,0.0262,1,407700.4,0.00292032,Monthly,1,0,0,1,0,0,0,0,1883.57,0.0,0.0,0.85,15,520,0,0,0,0,0,0,No churn,0.04136
42467,2025-12-31,Canterbury,20,18-24,Single,126,1,3,Auto,9,921.45,946.12,-0.0786,1,8575.38,0.10745267,Monthly,1,0,0,0,0,0,0,0,3472.31,0.0,0.0,0.75,19,517,0,0,0,0,0,0,No churn,0.053621
42468,2025-12-31,Auckland,45,45-54,Single,117,1,4,Home,10,655.43,700.76,-0.0521,0,340613.53,0.00192426,Monthly,0,0,0,0,0,0,0,0,24112.51,0.0,0.0,0.75,7,1141,2,0,0,0,0,0,No churn,0.03265
42469,2025-12-31,Auckland,53,45-54,Single,165,0,1,Home,1,607.91,570.44,0.0571,2,527186.73,0.00115312,Monthly,1,0,0,0,0,0,0,0,2724.45,0.0,0.0,0.75,23,799,1,0,0,0,0,1,Other,0.211536
42470,2025-12-31,Canterbury,49,45-54,Married,57,1,3,Home,5,709.21,695.97,0.005,1,298433.32,0.00237644,Annual,0,0,0,0,1,1,0,0,6182.81,6182.81,4637.11,0.75,18,238,2,0,0,0,0,0,No churn,0.019938
42471,2025-12-31,Canterbury,85,75+,Single,12,0,1,Auto,11,1413.93,1343.06,0.0604,3,12964.08,0.10906503,Annual,1,0,0,1,1,1,0,0,2081.3,2081.3,1560.98,0.75,8,267,3,0,0,0,0,0,No churn,0.389375
42472,2025-12-31,Canterbury,53,45-54,Married,138,1,4,Health,8,1601.04,1285.04,0.2488,2,181755.98,0.00880873,Monthly,0,0,0,0,0,0,0,0,9460.9,0.0,0.0,0.8,24,703,0,0,0,1,0,0,No churn,0.280405
42473,2025-12-31,Auckland,70,65-74,Single,135,0,1,Health,4,1632.9,1509.35,0.0662,1,96331.54,0.01695088,Monthly,0,0,0,0,1,1,0,0,3141.5,3141.5,2513.2,0.8,7,227,2,0,0,0,0,0,No churn,0.284079
42474,2025-12-31,Auckland,43,35-44,Married,33,0,1,Auto,5,1341.81,1270.2,0.0363,2,15617.44,0.08591729,Monthly,0,1,0,0,1,0,0,1,4982.73,4982.73,3487.91,0.7,39,66,2,0,0,0,1,1,Other,0.57544
42475,2025-12-31,Canterbury,27,25-34,Single,178,0,1,Auto,3,837.85,922.31,-0.076,1,28691.52,0.02920214,Monthly,1,0,0,0,1,1,0,0,3636.85,3636.85,2727.64,0.75,16,28,2,0,0,0,0,0,No churn,0.182534
42476,2025-12-31,Bay of Plenty,51,45-54,Single,179,0,1,Health,11,1166.47,1195.64,-0.0445,2,106938.13,0.0109079,Monthly,1,0,0,0,0,0,0,0,8165.56,0.0,0.0,0.8,15,1036,0,0,0,0,0,0,No churn,0.138411
42477,2025-12-31,Auckland,56,55-64,Single,50,0,1,Auto,11,1179.63,1144.05,0.0461,1,17331.55,0.06806247,Monthly,1,1,0,1,0,0,0,0,3651.78,0.0,0.0,0.75,7,741,1,0,0,0,1,1,Other,0.355908
42478,2025-12-31,Canterbury,46,45-54,Married,128,0,1,Home,7,667.86,675.44,0.0206,2,353131.49,0.00189126,Annual,0,0,0,0,0,0,0,0,20903.67,0.0,0.0,0.75,19,1088,0,0,0,0,0,0,No churn,0.097461
42479,2025-12-31,Auckland,70,65-74,Single,9,0,1,Home,5,790.68,782.63,0.028,2,511724.66,0.00154512,Monthly,1,1,0,0,0,0,0,0,6816.14,0.0,0.0,0.75,28,1433,1,0,0,0,0,1,Other,0.464387
42480,2025-12-31,Wellington,83,75+,Single,119,1,3,Home,10,185.91,173.4,0.0525,2,516399.02,0.00036001,Monthly,1,0,0,0,0,0,0,0,9293.46,0.0,0.0,0.75,9,1779,1,0,0,0,0,0,No churn,0.106996
42481,2025-12-31,Auckland,23,18-24,Single,60,0,1,Home,8,888.4,781.18,0.1248,1,560714.28,0.00158441,Annual,1,0,0,0,0,0,0,0,55654.69,0.0,0.0,0.75,20,1253,0,0,0,0,0,0,No churn,0.285802
42482,2025-12-31,Auckland,22,18-24,Married,27,0,1,Auto,12,932.15,920.17,0.0432,2,28519.71,0.03268456,Annual,0,0,0,0,0,0,0,0,7851.58,0.0,0.0,0.75,10,534,1,0,0,0,0,1,Other,0.203656
42483,2025-12-31,Waikato,36,35-44,Single,33,1,3,Health,7,1050.69,978.92,0.0688,2,144698.2,0.00726128,Annual,1,0,0,0,0,0,0,0,5857.88,0.0,0.0,0.8,23,1345,1,0,0,0,0,0,No churn,0.037685
42484,2025-12-31,Auckland,57,55-64,Married,81,0,1,Health,2,2319.93,2122.92,0.0689,2,139113.15,0.01667657,Monthly,1,0,0,0,0,0,0,0,6023.68,0.0,0.0,0.8,3,1519,1,0,0,0,0,0,No churn,0.236694
42485,2025-12-31,Waikato,20,18-24,Single,130,0,1,Auto,4,757.98,755.48,0.0223,3,25062.04,0.03024398,Monthly,0,0,0,1,0,0,0,0,4525.73,0.0,0.0,0.75,16,503,1,0,0,0,0,1,Other,0.243651
42486,2025-12-31,Auckland,31,25-34,Single,93,1,3,Auto,4,989.31,1075.91,-0.1149,2,29745.76,0.03325901,Monthly,0,0,0,0,1,1,0,0,12310.9,12310.9,9233.17,0.75,14,267,4,0,0,0,0,0,No churn,0.042658
42487,2025-12-31,Otago,45,45-54,Married,5,0,1,Auto,3,1577.81,1555.64,0.0091,3,17091.29,0.09231671,Monthly,1,1,0,0,0,0,0,0,2491.93,0.0,0.0,0.75,20,814,1,0,0,0,0,0,No churn,0.361444
42488,2025-12-31,Wellington,43,35-44,Married,137,0,1,Home,2,497.46,519.67,-0.064,2,452420.81,0.00109954,Monthly,1,1,0,1,0,0,0,0,3924.93,0.0,0.0,0.75,23,847,2,0,0,0,1,0,No churn,0.256837
42489,2025-12-31,Waikato,75,75+,Single,57,1,4,Auto,11,1095.41,977.5,0.1486,3,23358.73,0.04689492,Annual,0,0,0,0,0,0,0,0,6133.15,0.0,0.0,0.75,19,1049,4,0,0,0,1,0,No churn,0.127448
42490,2025-12-31,Canterbury,55,55-64,Single,134,1,4,Health,5,1196.77,1111.56,0.0926,1,118049.46,0.01013784,Monthly,1,0,0,0,0,0,0,0,3817.27,0.0,0.0,0.8,4,1543,0,0,0,0,1,0,No churn,0.094538
42491,2025-12-31,Wellington,77,75+,Single,121,0,1,Auto,4,1106.19,1043.82,0.0402,2,11877.77,0.09313147,Monthly,0,0,0,0,0,0,0,0,1972.55,0.0,0.0,0.75,13,1448,0,0,0,0,0,1,Other,0.284578
42492,2025-12-31,Auckland,69,65-74,Married,162,1,2,Auto,6,874.42,852.65,0.0243,3,48287.46,0.01810869,Annual,1,0,0,0,0,0,0,0,8987.82,0.0,0.0,0.75,7,928,2,0,0,0,0,0,No churn,0.031954
42493,2025-12-31,Auckland,46,45-54,Married,133,0,1,Health,5,1116.99,1044.87,0.0397,1,163872.38,0.00681624,Annual,1,0,0,0,1,1,0,0,21839.73,21839.73,17471.78,0.8,11,216,1,0,0,0,0,0,No churn,0.113135
42494,2025-12-31,Waikato,84,75+,Married,140,0,1,Auto,4,757.68,712.85,0.0504,1,27945.23,0.02711317,Monthly,1,0,0,0,0,0,0,0,4409.67,0.0,0.0,0.75,21,1484,0,0,0,0,0,0,No churn,0.364451
42495,2025-12-31,Canterbury,75,75+,Single,48,0,1,Auto,6,757.65,737.46,0.0447,1,26283.75,0.02882568,Monthly,1,1,0,0,0,0,0,0,4262.75,0.0,0.0,0.75,6,682,2,0,0,0,0,0,No churn,0.389649
42496,2025-12-31,Bay of Plenty,51,45-54,Married,98,0,1,Home,2,810.42,814.83,0.0087,1,577928.59,0.00140229,Annual,0,0,0,0,0,0,0,0,14273.82,0.0,0.0,0.75,21,1694,0,0,0,0,0,0,No churn,0.090199
42497,2025-12-31,Waikato,75,75+,Married,17,1,4,Health,5,795.69,817.68,-0.061,1,152072.25,0.0052323,Monthly,1,2,0,0,0,0,0,0,1547.28,0.0,0.0,0.8,4,1601,2,0,0,0,0,0,No churn,0.189831
42498,2025-12-31,Auckland,35,35-44,Married,37,1,2,Life,4,447.48,400.86,0.1221,2,364954.95,0.00122614,Monthly,0,0,0,0,0,0,0,0,18616.08,0.0,0.0,0.85,21,1632,1,0,0,0,0,0,No churn,0.091099
42499,2025-12-31,Canterbury,32,25-34,Single,78,1,4,Auto,11,721.04,670.82,0.0557,2,20063.03,0.03593892,Monthly,0,1,0,0,0,0,0,0,6665.64,0.0,0.0,0.75,13,681,1,0,0,0,0,0,No churn,0.105614
42500,2025-12-31,Auckland,71,65-74,Single,77,0,1,Health,12,2065.57,1906.75,0.0435,2,248115.96,0.00832503,Monthly,1,0,0,0,0,0,0,0,6684.12,0.0,0.0,0.8,18,1736,0,0,0,0,0,0,No churn,0.251881
42501,2025-12-31,Manawatu-Whanganui,71,65-74,Single,165,0,1,Home,11,873.81,827.07,0.076,1,696741.35,0.00125413,Annual,1,0,0,1,0,0,0,0,5036.64,0.0,0.0,0.75,28,1120,1,0,0,0,0,0,No churn,0.201942
42502,2025-12-31,Canterbury,33,25-34,Married,156,0,1,Auto,6,1359.12,1344.53,0.0185,1,7549.59,0.18002624,Monthly,0,0,0,0,0,0,0,0,2912.93,0.0,0.0,0.75,13,1082,2,0,0,1,0,1,Other,0.265895
42503,2025-12-31,Canterbury,69,65-74,Married,71,0,1,Auto,3,1151.37,1123.05,0.0284,1,33302.81,0.0345729,Monthly,0,0,0,0,1,1,0,0,4138.95,4138.95,3104.21,0.75,15,306,2,0,0,0,0,1,Other,0.218423
42504,2025-12-31,Auckland,52,45-54,Single,143,0,1,Life,1,1499.41,1528.73,-0.0185,2,414382.38,0.00361843,Monthly,1,0,0,0,0,0,0,0,21581.16,0.0,0.0,0.85,32,1131,3,0,0,0,0,0,No churn,0.139281
42505,2025-12-31,Auckland,55,55-64,Married,134,1,2,Life,4,628.74,535.98,0.1585,2,302821.29,0.00207627,Monthly,1,0,0,0,0,0,0,0,1725.08,0.0,0.0,0.85,27,927,3,0,0,1,0,0,No churn,0.168798
42506,2025-12-31,Waikato,75,75+,Single,61,0,1,Home,2,852.55,826.5,0.0642,2,439010.55,0.00194199,Monthly,1,0,0,0,0,0,0,0,3127.76,0.0,0.0,0.75,14,477,0,0,0,0,0,1,Other,0.312784
42507,2025-12-31,Wellington,28,25-34,Single,152,0,1,Health,2,673.02,581.23,0.1779,2,145223.73,0.00463435,Monthly,1,1,0,0,1,1,0,0,3263.9,3263.9,2611.12,0.8,8,246,3,0,0,0,0,1,Price,0.611179
42508,2025-12-31,Auckland,45,45-54,Married,9,1,4,Home,4,1036.41,1070.44,-0.0459,1,324408.08,0.00319477,Monthly,0,0,0,0,0,0,0,0,25951.46,0.0,0.0,0.75,29,816,3,0,0,0,0,0,No churn,0.0582
42509,2025-12-31,Canterbury,37,35-44,Single,114,1,3,Auto,2,229.72,239.64,-0.0722,2,17232.7,0.01333025,Monthly,0,0,0,1,0,0,0,0,5510.07,0.0,0.0,0.75,15,775,1,0,0,0,0,0,No churn,0.033801
42510,2025-12-31,Auckland,55,55-64,Married,167,0,1,Auto,7,697.86,628.81,0.0914,1,23547.56,0.02963608,Monthly,1,0,0,0,0,0,0,0,4514.04,0.0,0.0,0.75,11,1822,0,0,0,0,1,1,Other,0.325447
42511,2025-12-31,Waikato,28,25-34,Single,95,0,1,Health,9,1093.39,968.45,0.1064,1,153440.97,0.00712579,Annual,1,0,0,0,0,0,0,0,9374.79,0.0,0.0,0.8,24,1313,2,0,0,0,0,0,No churn,0.236285
42512,2025-12-31,Wellington,26,25-34,Single,8,0,1,Auto,1,428.57,477.49,-0.1116,2,23566.14,0.01818589,Monthly,1,1,0,0,0,0,0,0,1750.58,0.0,0.0,0.75,1,676,0,0,0,0,1,1,Other,0.483168
42513,2025-12-31,Auckland,65,65-74,Married,19,0,1,Auto,11,1040.54,1103.05,-0.0142,0,21185.64,0.04911523,Monthly,1,0,0,0,0,0,0,0,4014.7,0.0,0.0,0.75,21,915,1,0,0,0,0,0,No churn,0.223756
42514,2025-12-31,Wellington,21,18-24,Married,79,0,1,Health,12,1958.25,2168.55,-0.0556,1,201045.34,0.00974036,Annual,0,0,0,0,0,0,0,0,4536.1,0.0,0.0,0.8,16,556,1,0,0,0,0,0,No churn,0.128068
42515,2025-12-31,Manawatu-Whanganui,46,45-54,Married,162,0,1,Life,2,746.36,664.4,0.1177,3,2000.0,0.37317773,Monthly,1,0,0,0,0,0,0,0,4273.59,0.0,0.0,0.85,18,1430,1,0,0,0,0,0,No churn,0.299119
42516,2025-12-31,Canterbury,85,75+,Married,96,1,3,Life,6,960.13,849.36,0.0981,3,185618.53,0.00517262,Monthly,1,0,0,1,0,0,0,0,2274.21,0.0,0.0,0.85,17,713,1,0,0,0,0,0,No churn,0.160587
42517,2025-12-31,Canterbury,85,75+,Single,33,0,1,Life,3,1040.03,1000.7,0.0389,2,230082.05,0.00452027,Monthly,1,0,0,0,0,0,0,0,2962.19,0.0,0.0,0.85,9,997,0,0,0,0,0,0,No churn,0.367377
42518,2025-12-31,Otago,30,25-34,Married,74,0,1,Home,3,929.8,780.69,0.1867,3,520051.48,0.0017879,Monthly,1,0,0,0,0,0,0,0,4056.18,0.0,0.0,0.75,1,1469,2,0,0,1,1,1,Price,0.663563
42519,2025-12-31,Canterbury,81,75+,Married,6,0,1,Health,9,1610.42,1414.32,0.1423,3,168035.69,0.00958381,Monthly,1,2,0,0,1,1,0,0,1988.93,1988.93,1591.14,0.8,27,339,1,0,0,1,1,1,Price,0.994773
42520,2025-12-31,Canterbury,40,35-44,Single,38,0,1,Auto,5,1639.64,1546.08,0.0741,1,21430.55,0.07650924,Monthly,0,2,0,0,0,0,0,0,2027.01,0.0,0.0,0.75,17,1762,0,0,0,0,1,0,No churn,0.523475
42521,2025-12-31,Bay of Plenty,31,25-34,Married,164,0,1,Health,7,869.66,969.61,-0.1267,1,190327.34,0.00456927,Monthly,1,0,0,0,1,1,0,0,1032.2,1032.2,825.76,0.8,8,347,1,0,0,0,0,0,No churn,0.172081
42522,2025-12-31,Auckland,52,45-54,Married,124,0,1,Home,2,1128.6,1170.64,-0.0272,1,289185.76,0.00390267,Monthly,0,0,0,0,0,0,0,0,7386.83,0.0,0.0,0.75,15,1550,1,0,0,0,0,0,No churn,0.139281
42523,2025-12-31,Otago,51,45-54,Married,58,0,1,Auto,9,1173.22,1186.69,-0.041,0,22158.4,0.05294718,Annual,1,0,0,0,0,0,0,0,1763.71,0.0,0.0,0.75,15,1457,0,0,0,0,0,0,No churn,0.08405
42524,2025-12-31,Bay of Plenty,43,35-44,Married,77,0,1,Health,5,879.88,785.79,0.1056,1,156678.17,0.00561585,Monthly,0,1,0,0,0,0,0,0,4659.04,0.0,0.0,0.8,11,530,0,0,0,0,0,1,Other,0.390996
42525,2025-12-31,Auckland,47,45-54,Married,87,1,3,Home,11,736.56,629.79,0.1956,2,343877.19,0.00214193,Annual,0,0,0,0,0,0,0,0,24237.37,0.0,0.0,0.75,18,1734,2,0,0,0,1,0,No churn,0.112445
42526,2025-12-31,Bay of Plenty,24,18-24,Married,178,0,1,Auto,6,746.68,729.65,0.0066,1,28468.54,0.02622829,Monthly,1,0,0,0,0,0,0,0,1183.95,0.0,0.0,0.75,32,1570,1,0,0,0,0,1,Other,0.201906
42527,2025-12-31,Auckland,35,35-44,Married,24,0,1,Home,4,676.58,640.9,0.0463,2,512260.96,0.00132077,Monthly,0,0,0,0,0,0,0,0,13408.62,0.0,0.0,0.75,22,481,1,0,0,0,1,1,Other,0.301788
42528,2025-12-31,Auckland,31,25-34,Single,76,0,1,Auto,6,1217.04,1082.25,0.1266,1,25958.32,0.04688444,Monthly,1,1,0,0,1,1,0,0,2956.5,2956.5,2217.38,0.75,27,360,1,0,0,0,0,0,No churn,0.500248
42529,2025-12-31,Bay of Plenty,81,75+,Single,73,0,1,Home,7,975.51,884.32,0.0555,3,392708.21,0.00248406,Monthly,1,4,1,0,0,0,0,0,3566.17,0.0,0.0,0.75,19,1697,2,0,0,0,0,1,Payment,0.933224
42530,2025-12-31,Auckland,51,45-54,Single,168,1,2,Travel,11,264.26,253.11,0.0102,2,13122.14,0.02013857,Annual,1,0,0,0,0,0,0,0,1833.51,0.0,0.0,0.75,21,592,1,0,0,0,0,0,No churn,0.021088
42531,2025-12-31,Auckland,55,55-64,Single,54,1,3,Home,5,643.2,626.55,0.0429,1,443410.27,0.00145057,Monthly,1,1,0,0,0,0,0,0,3307.61,0.0,0.0,0.75,30,435,1,0,0,0,0,0,No churn,0.079266
42532,2025-12-31,Otago,47,45-54,Married,27,0,1,Health,11,1198.36,1272.69,-0.0561,0,95949.28,0.01248951,Monthly,0,3,0,0,0,0,0,0,2474.3,0.0,0.0,0.8,5,912,2,0,0,0,0,0,No churn,0.466831
42533,2025-12-31,Manawatu-Whanganui,78,75+,Single,97,1,3,Health,8,1239.52,1098.59,0.1383,2,192858.43,0.0064271,Monthly,1,0,0,0,0,0,0,0,9849.61,0.0,0.0,0.8,17,1360,4,0,0,0,0,0,No churn,0.165475
42534,2025-12-31,Manawatu-Whanganui,72,65-74,Married,86,1,3,Life,10,1728.98,1670.93,0.0429,2,463718.48,0.00372852,Annual,1,0,0,0,0,0,0,0,3676.4,0.0,0.0,0.85,23,797,0,0,0,0,0,0,No churn,0.040524
42535,2025-12-31,Auckland,64,55-64,Single,9,0,1,Auto,3,1067.3,1053.76,0.0137,2,16924.59,0.06306216,Monthly,1,0,0,1,1,0,0,1,15301.02,15301.02,10710.71,0.7,39,216,4,1,21,0,0,0,No churn,0.832027
42536,2025-12-31,Waikato,39,35-44,Married,7,0,1,Health,10,1631.13,1630.62,0.0128,2,75517.17,0.02159952,Monthly,1,0,0,0,0,0,0,0,2045.62,0.0,0.0,0.8,14,1579,1,0,0,0,0,0,No churn,0.256411
42537,2025-12-31,Auckland,38,35-44,Married,23,0,1,Life,1,1033.08,986.6,0.0213,2,261287.99,0.00395379,Monthly,1,0,0,0,0,0,0,0,9728.13,0.0,0.0,0.85,20,1457,3,0,0,0,0,0,No churn,0.207351
42538,2025-12-31,Waikato,81,75+,Married,165,0,1,Auto,3,1338.56,1127.03,0.2105,2,20139.16,0.06646555,Monthly,1,0,0,0,0,0,0,0,5216.96,0.0,0.0,0.75,24,1226,2,0,0,0,0,0,No churn,0.643037
42539,2025-12-31,Bay of Plenty,81,75+,Single,49,0,1,Health,10,1401.63,1353.78,-0.0026,1,213978.31,0.00655035,Monthly,1,0,0,0,0,0,0,0,2953.25,0.0,0.0,0.8,22,527,2,1,11,0,0,1,Service,0.602777
42540,2025-12-31,Auckland,37,35-44,Married,46,1,4,Travel,11,256.58,214.26,0.2234,3,7773.72,0.03300557,Monthly,1,1,0,0,0,0,0,0,1587.28,0.0,0.0,0.75,10,924,3,0,0,1,0,0,No churn,0.349349
42541,2025-12-31,Wellington,40,35-44,Married,72,0,1,Health,6,1165.43,1157.88,0.0425,2,171918.3,0.00677896,Monthly,1,0,0,0,0,0,0,0,5469.43,0.0,0.0,0.8,7,578,1,0,0,0,0,0,No churn,0.188241
42542,2025-12-31,Auckland,40,35-44,Single,21,1,3,Auto,11,1042.76,1009.58,0.0516,2,20876.26,0.04994964,Monthly,1,0,0,0,0,0,0,0,2882.8,0.0,0.0,0.75,16,1508,0,0,0,0,0,0,No churn,0.069929
42543,2025-12-31,Auckland,71,65-74,Single,177,1,4,Travel,4,294.22,290.97,0.0386,2,7768.52,0.0378739,Monthly,1,0,0,1,1,1,0,0,2059.37,2059.37,1544.53,0.75,26,297,3,0,0,0,0,0,No churn,0.064727
42544,2025-12-31,Bay of Plenty,82,75+,Single,168,0,1,Health,7,1465.52,1341.08,0.0698,2,134693.29,0.01088043,Monthly,0,1,0,0,0,0,0,0,5032.2,0.0,0.0,0.8,30,1614,2,0,0,0,0,0,No churn,0.506595
42545,2025-12-31,Auckland,78,75+,Single,102,0,1,Home,10,396.75,371.49,0.0757,2,573857.34,0.00069138,Monthly,0,0,0,0,0,0,0,0,8656.55,0.0,0.0,0.75,18,1481,0,0,0,0,0,1,Other,0.357682
42546,2025-12-31,Canterbury,75,75+,Single,150,0,1,Travel,5,120.0,117.29,0.0201,2,13677.08,0.0087738,Monthly,1,0,0,1,0,0,0,0,1116.35,0.0,0.0,0.75,9,416,3,0,0,0,0,1,Other,0.237436
42547,2025-12-31,Auckland,41,35-44,Married,18,0,1,Auto,11,1438.76,1228.53,0.1653,2,29588.12,0.04862635,Monthly,1,1,0,0,0,0,0,0,10262.79,0.0,0.0,0.75,23,1337,0,0,0,0,0,1,Price,0.607752
42548,2025-12-31,Wellington,39,35-44,Single,133,0,1,Auto,3,1086.83,954.79,0.074,1,9699.07,0.11205509,Monthly,0,0,0,0,0,0,0,0,971.99,0.0,0.0,0.75,10,1014,1,0,0,0,0,1,Other,0.233383
42549,2025-12-31,Otago,78,75+,Married,134,0,1,Health,5,1359.13,1319.05,0.0185,2,160514.13,0.00846737,Monthly,0,0,0,0,0,0,0,0,2827.92,0.0,0.0,0.8,16,1711,1,0,0,0,0,1,Other,0.254522
42550,2025-12-31,Auckland,44,35-44,Married,33,0,1,Home,12,618.45,642.38,-0.0351,0,392022.33,0.00157758,Annual,0,0,0,0,0,0,0,0,10173.18,0.0,0.0,0.75,26,1603,0,0,0,0,0,0,No churn,0.087788
42551,2025-12-31,Wellington,32,25-34,Married,162,0,1,Travel,3,137.64,129.93,0.0296,2,17095.24,0.00805151,Monthly,0,0,0,0,0,0,0,0,4397.58,0.0,0.0,0.75,3,1713,0,1,8,0,0,1,Service,0.288065
42552,2025-12-31,Auckland,75,75+,Married,79,1,4,Life,7,745.93,772.58,-0.0219,1,410485.22,0.00181719,Monthly,1,0,0,0,0,0,0,0,19998.27,0.0,0.0,0.85,41,901,0,0,0,0,0,0,No churn,0.052915
42553,2025-12-31,Canterbury,50,45-54,Married,134,1,3,Health,8,1706.48,1605.02,0.0786,2,81853.01,0.02084806,Monthly,0,0,0,0,0,0,0,0,2860.3,0.0,0.0,0.8,20,616,0,0,0,0,1,0,No churn,0.081876
42554,2025-12-31,Manawatu-Whanganui,23,18-24,Single,153,0,1,Home,9,889.8,898.46,0.016,2,398967.57,0.00223024,Annual,0,0,0,1,0,0,0,0,4549.12,0.0,0.0,0.75,31,1000,0,0,0,0,0,0,No churn,0.13852
42555,2025-12-31,Auckland,78,75+,Single,160,0,1,Travel,2,387.19,398.27,-0.0321,0,16841.23,0.02299031,Monthly,1,0,0,0,0,0,0,0,1436.6,0.0,0.0,0.75,22,1399,0,0,0,1,0,1,Other,0.306003
42556,2025-12-31,Auckland,38,35-44,Married,134,0,1,Auto,6,1080.58,1070.57,0.0246,3,36476.94,0.02962368,Monthly,1,1,0,0,1,1,0,0,2711.31,2711.31,2033.48,0.75,7,148,3,0,0,0,0,1,Other,0.249773
42557,2025-12-31,Auckland,39,35-44,Married,158,1,3,Travel,7,127.23,112.45,0.117,2,15356.85,0.00828467,Monthly,1,0,0,0,1,1,0,0,1830.76,1830.76,1373.07,0.75,15,326,1,0,0,0,0,0,No churn,0.084936
42558,2025-12-31,Auckland,54,45-54,Married,18,0,1,Health,6,2381.62,1878.52,0.2452,3,137236.32,0.01735412,Monthly,1,1,0,0,0,0,0,0,3087.64,0.0,0.0,0.8,19,983,2,0,0,0,0,1,Price,0.744361
42559,2025-12-31,Auckland,36,35-44,Married,12,1,3,Home,6,1237.18,1068.63,0.1633,3,268238.86,0.00461221,Monthly,0,0,0,0,0,0,0,0,6790.19,0.0,0.0,0.75,16,1179,0,0,0,0,0,0,No churn,0.189959
42560,2025-12-31,Wellington,74,65-74,Married,120,1,2,Health,7,1135.03,1061.37,0.0658,2,203765.37,0.00557028,Annual,0,0,0,0,0,0,0,0,8020.85,0.0,0.0,0.8,25,1643,2,0,0,0,0,0,No churn,0.051816
42561,2025-12-31,Auckland,65,65-74,Married,51,0,1,Health,12,1791.69,1779.07,0.0244,1,74831.76,0.02394285,Annual,0,0,0,0,0,0,0,0,3309.39,0.0,0.0,0.8,22,1744,1,0,0,1,0,0,No churn,0.175244
42562,2025-12-31,Auckland,56,55-64,Single,146,0,1,Travel,6,235.09,203.58,0.1648,2,17298.06,0.01359033,Monthly,0,0,0,0,0,0,0,0,3107.26,0.0,0.0,0.75,22,803,2,0,0,0,0,1,Price,0.397987
42563,2025-12-31,Canterbury,31,25-34,Married,161,0,1,Auto,7,784.7,875.3,-0.0729,2,35875.52,0.02187299,Monthly,1,0,0,0,0,0,0,0,4941.3,0.0,0.0,0.75,18,1303,0,0,0,0,0,0,No churn,0.172081
42564,2025-12-31,Auckland,51,45-54,Single,8,0,1,Health,5,1499.09,1443.0,0.0304,2,207782.78,0.00721468,Monthly,1,0,0,0,0,0,0,0,5795.89,0.0,0.0,0.8,13,370,0,0,0,0,0,0,No churn,0.282326
42565,2025-12-31,Otago,36,35-44,Single,38,0,1,Auto,5,1095.61,920.42,0.2193,2,22163.28,0.04943349,Monthly,1,2,0,0,0,0,0,0,5101.46,0.0,0.0,0.75,20,838,1,0,0,1,0,1,Price,0.802339
42566,2025-12-31,Canterbury,83,75+,Married,130,1,4,Auto,11,833.8,799.92,0.0427,2,34648.86,0.02406425,Monthly,0,0,0,0,0,0,0,0,6266.86,0.0,0.0,0.75,23,980,1,0,0,0,0,0,No churn,0.099277
42567,2025-12-31,Wellington,71,65-74,Single,128,1,2,Auto,12,1015.01,1111.61,-0.0802,2,37010.51,0.0274248,Annual,1,0,0,0,0,0,0,0,4179.22,0.0,0.0,0.75,26,1259,0,0,0,0,0,0,No churn,0.027381
42568,2025-12-31,Bay of Plenty,25,25-34,Single,163,1,3,Auto,10,1037.33,1010.11,0.0036,2,15871.12,0.0653598,Monthly,0,1,0,0,0,0,0,0,1226.06,0.0,0.0,0.75,15,1124,0,0,0,0,0,0,No churn,0.078691
